barcode	manifest	individual	diagnosis	sex	total_counts	total_features_by_counts	pc_mito	pc_ribo	is_singlet	clusters	partitions	Allan2019_ML1	Allan2019_ML2	Zeisel2018_ML4	Zeisel2018_ML5	allan_celltype	allan_layer	allan_cluster_gene_1	allan_cluster_gene_2	cluster_celltype
hibim_3_MOL1_1628	hibim	3	Cases	M	2542	1205	0	0.0237184391736802	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1629	hibim	3	Cases	M	2710	1148	0	0.0378842030021444	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1630	hibim	3	Cases	M	2219	1057	0	0.023549934583515	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1631	hibim	3	Cases	M	2122	1028	0	0.035288725939505	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1632	hibim	3	Cases	M	2308	1031	0	0.0317527519051651	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1633	hibim	3	Cases	M	1574	863	0	0.0320789636027144	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1634	hibim	3	Cases	M	1628	912	0	0.029940119760479	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1635	hibim	3	Cases	M	2262	1065	0	0.0193382036957456	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1636	hibim	3	Cases	M	2526	1137	0	0.0304548959136469	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1637	hibim	3	Cases	M	1651	920	0	0.033787788974511	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1638	hibim	3	Cases	M	3218	1376	0	0.0243609022556391	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1639	hibim	3	Cases	M	2069	1002	0	0.0320603488920321	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1640	hibim	3	Cases	M	1621	874	0	0.0256410256410256	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1641	hibim	3	Cases	M	2902	1263	0	0.0268006700167504	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1642	hibim	3	Cases	M	1677	859	0	0.02975495915986	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1644	hibim	3	Cases	M	1954	902	0	0.0309072781655035	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1645	hibim	3	Cases	M	1836	886	0	0.0281465746149761	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1646	hibim	3	Cases	M	2600	1208	0	0.0372717107715244	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1647	hibim	3	Cases	M	2748	1243	0	0.034838250977604	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1648	hibim	3	Cases	M	1939	968	0	0.0271629778672032	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1649	hibim	3	Cases	M	2185	1048	0	0.0344057193923146	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1650	hibim	3	Cases	M	1814	896	0	0.0240770465489567	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1651	hibim	3	Cases	M	2046	905	0	0.0367892976588629	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1652	hibim	3	Cases	M	2001	902	0	0.0425219941348974	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1653	hibim	3	Cases	M	1801	874	0	0.0336043360433604	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1654	hibim	3	Cases	M	1912	1066	0	0.0457317073170732	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1655	hibim	3	Cases	M	1907	911	0	0.0288957688338493	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1656	hibim	3	Cases	M	3611	1497	0	0.0194017784963622	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1657	hibim	3	Cases	M	5826	2050	0	0.0201364619737061	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1658	hibim	3	Cases	M	3978	1596	0	0.0243842965130456	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1659	hibim	3	Cases	M	1695	887	0	0.0384615384615385	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1660	hibim	3	Cases	M	2093	1038	0	0.0329008341056534	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1661	hibim	3	Cases	M	2251	1088	0	0.029297716501508	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1662	hibim	3	Cases	M	4451	1640	0	0.0231087856987138	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1663	hibim	3	Cases	M	2747	1214	0	0.0184724689165187	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1664	hibim	3	Cases	M	2393	1105	0	0.0265522875816993	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1665	hibim	3	Cases	M	1853	959	0	0.0289017341040462	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1666	hibim	3	Cases	M	2289	1020	0	0.0282051282051282	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1668	hibim	3	Cases	M	2298	1024	0	0.0334745762711864	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1669	hibim	3	Cases	M	1781	964	0	0.0277929155313352	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1670	hibim	3	Cases	M	2154	1010	0	0.0280924331671953	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1671	hibim	3	Cases	M	2153	1023	0	0.0307831598008148	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1672	hibim	3	Cases	M	2662	1205	0	0.0227272727272727	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1673	hibim	3	Cases	M	2095	974	0	0.0359477124183007	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1674	hibim	3	Cases	M	2391	1066	0	0.0295786061588331	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1675	hibim	3	Cases	M	2008	989	0	0.0276162790697674	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1676	hibim	3	Cases	M	1855	1016	0	0.0377160817181771	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1677	hibim	3	Cases	M	2795	1175	0	0.0299130434782609	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1678	hibim	3	Cases	M	3168	1403	0	0.020679012345679	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1679	hibim	3	Cases	M	2189	1007	0	0.0258697591436218	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1680	hibim	3	Cases	M	2274	985	0	0.0338619802828976	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1681	hibim	3	Cases	M	1693	949	0	0.0414269275028769	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1682	hibim	3	Cases	M	1790	882	0	0.025599128540305	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1683	hibim	3	Cases	M	1911	978	0	0.0309959349593496	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1684	hibim	3	Cases	M	2627	1059	0	0.0378338278931751	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1685	hibim	3	Cases	M	2372	1114	0	0.0391107451626184	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1686	hibim	3	Cases	M	1958	908	0	0.032967032967033	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1687	hibim	3	Cases	M	2738	1321	0	0.0345195729537367	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1688	hibim	3	Cases	M	1724	857	0	0.0293122886133033	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1689	hibim	3	Cases	M	2072	1000	0	0.0259189443920829	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1690	hibim	3	Cases	M	1782	886	0	0.0256971022416621	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1691	hibim	3	Cases	M	2054	1097	0	0.0287735849056604	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1692	hibim	3	Cases	M	1859	902	0	0.0426765015806112	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1693	hibim	3	Cases	M	1766	966	0	0.036204059243006	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1694	hibim	3	Cases	M	3176	1377	0	0.0295839753466872	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1695	hibim	3	Cases	M	2077	1066	0	0.019589552238806	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1696	hibim	3	Cases	M	2291	1109	0	0.0393162393162393	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1697	hibim	3	Cases	M	2548	1143	0	0.0301987767584098	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1698	hibim	3	Cases	M	3106	1294	0	0.026117054751416	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1699	hibim	3	Cases	M	3896	1467	0	0.0196029153053531	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1700	hibim	3	Cases	M	1963	962	0	0.0214677983025462	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1701	hibim	3	Cases	M	3007	1355	0	0.0301165803108808	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1702	hibim	3	Cases	M	1879	865	0	0.025974025974026	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1703	hibim	3	Cases	M	2349	1143	0	0.0223787815996685	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1704	hibim	3	Cases	M	2809	1302	0	0.0292498279421886	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1705	hibim	3	Cases	M	1592	878	0	0.0409285277947465	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1706	hibim	3	Cases	M	3940	1546	0	0.0333988212180747	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1707	hibim	3	Cases	M	2317	1014	0	0.0285354595048259	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1708	hibim	3	Cases	M	2692	1248	0	0.0227354745579213	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1709	hibim	3	Cases	M	1861	962	0	0.0214211076280042	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1710	hibim	3	Cases	M	2082	1010	0	0.0249177244945933	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1711	hibim	3	Cases	M	3123	1314	0	0.0358829084041549	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1712	hibim	3	Cases	M	2205	1059	0	0.02560706401766	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1713	hibim	3	Cases	M	1643	899	0	0.0401416765053129	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1714	hibim	3	Cases	M	1601	866	0	0.0290909090909091	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1715	hibim	3	Cases	M	1709	861	0	0.0514285714285714	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1716	hibim	3	Cases	M	1972	963	0	0.0243296921549156	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1717	hibim	3	Cases	M	2125	1021	0	0.0233837689133425	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1718	hibim	3	Cases	M	1924	999	0	0.0256668344237544	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1719	hibim	3	Cases	M	4239	1482	0	0.0361418047882136	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1720	hibim	3	Cases	M	2572	1234	0	0.0272211720226843	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1721	hibim	3	Cases	M	3067	1235	0	0.0257797581158498	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1722	hibim	3	Cases	M	1743	848	0	0.034097261039687	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1723	hibim	3	Cases	M	2314	1091	0	0.043956043956044	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1725	hibim	3	Cases	M	4371	1556	0	0.0140311804008909	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1726	hibim	3	Cases	M	2576	1197	0	0.0277355623100304	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1727	hibim	3	Cases	M	1934	928	0	0.0201207243460765	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1728	hibim	3	Cases	M	4944	1842	0	0.0207018927444795	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1730	hibim	3	Cases	M	2714	1259	0	0.0358294518093873	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1731	hibim	3	Cases	M	2070	1002	0	0.0185185185185185	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1732	hibim	3	Cases	M	1731	883	0	0.0370578326782706	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1733	hibim	3	Cases	M	1687	917	0	0.0287686996547756	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1734	hibim	3	Cases	M	3698	1519	0	0.0276243093922652	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1735	hibim	3	Cases	M	2945	1325	0	0.0179401993355482	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1736	hibim	3	Cases	M	4814	1724	0	0.0192190977139389	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1737	hibim	3	Cases	M	2680	1166	0	0.0285714285714286	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1738	hibim	3	Cases	M	2109	996	0	0.0257945647167204	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1739	hibim	3	Cases	M	2049	911	0	0.021999043519847	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1740	hibim	3	Cases	M	3181	1339	0	0.032781862745098	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1741	hibim	3	Cases	M	3363	1377	0	0.0282634032634033	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1742	hibim	3	Cases	M	1558	846	0	0.0250312891113892	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1743	hibim	3	Cases	M	1873	959	0	0.0186721991701245	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1744	hibim	3	Cases	M	2234	1048	0	0.0195993031358885	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1745	hibim	3	Cases	M	1786	962	0	0.0376021798365123	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1746	hibim	3	Cases	M	2306	1058	0	0.0351844001695634	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1747	hibim	3	Cases	M	2181	1037	0	0.0378956754346857	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1748	hibim	3	Cases	M	1804	893	0	0.0211038961038961	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1749	hibim	3	Cases	M	1979	892	0	0.029806259314456	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1750	hibim	3	Cases	M	2472	1120	0	0.0276352151598895	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1751	hibim	3	Cases	M	2763	1108	0	0.0208259795270032	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1752	hibim	3	Cases	M	1843	954	0	0.031813361611877	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
hibim_3_MOL1_1753	hibim	3	Cases	M	3134	1319	0	0.0149022042843837	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
